# Dialogue ID	Turn Index	User Utterance	System Response	attraction-area	attraction-name	attraction-type	bus-day	bus-departure	bus-destination	bus-leaveAt	hospital-department	hotel-area	hotel-book day	hotel-book people	hotel-book stay	hotel-internet	hotel-name	hotel-parking	hotel-price range	hotel-stars	hotel-type	restaurant-area	restaurant-book day	restaurant-book people	restaurant-book time	restaurant-food	restaurant-name	restaurant-price range	taxi-arrive by	taxi-departure	taxi-destination	taxi-leave at	train-arrive by	train-book people	train-day	train-departure	train-destination	train-leave at	
PMUL0323	0	I 'm looking for an expensive Sri Lankan restaurant .		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	sri lankan	none	expensive	none	none	none	none	none	none	none	none	none	none
PMUL0323	1	How about british food instead ?	There are no Sri Lankan restaurants available . Would you like to try searching for a different type of cuisine ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	british	none	expensive	none	none	none	none	none	none	none	none	none	none
PMUL0323	2	The side of town is n't important to me , as long as it is on the pricey side .	Which side of town would you prefer ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	british	none	expensive	none	none	none	none	none	none	none	none	none	none
PMUL1460	0	Can you tell me more about the attraction called cambridge museum of technology ?		east	cambridge museum of technology	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL1460	1	What part of town is it in ? Do you have the postcode ?	Yes , I have pulled up information on this . What would you like to know ?	east	cambridge museum of technology	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL1460	2	Awesome . Now please find me a train from Cambridge to London Liverpool street	It is in the east and the postcode is cb58Id .	east	cambridge museum of technology	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	cambridge	london liverpool street	none
PMUL1460	3	I leave on Monday .	On what day will you be travelling ?	east	cambridge museum of technology	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	monday	cambridge	london liverpool street	none
PMUL1460	4	I would like to  leave after 14:00 on monday .	I 'd be happy to help with your request , do you have a time in mind for departure or arrival ?	east	cambridge museum of technology	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	monday	cambridge	london liverpool street	14:00
PMUL1460	5	No , I just need the information for right now .  Thanks for all your assistance !	The TR3602 leaves at 15:59 and arrives at 17:27 .  Would you like me to book that for you ?	east	cambridge museum of technology	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	monday	cambridge	london liverpool street	14:00
PMUL1460	6	That 's all I need , thank you so much ! Have a great day !	You 're very welcome ! Is there anything else I can help you with ?	east	cambridge museum of technology	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	monday	cambridge	london liverpool street	14:00
MUL1214	0	Hello ! What can you tell me about the Shiraz restaurant ?		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
MUL1214	1	Sounds good ! I 'd like to book a table for four at 14:00 on Monday .	Well it 's in the expensive price range , they serve mediterranean food and it 's located in the centre . Would you like the address and phone number as well ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	monday	4	14:00	none	none	none	none	none	none	none	none	none	none	none	none	none
MUL1214	2	Could you change the time to 13:00 .	There are no reservations available at that time . would you like to adjust this ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	monday	4	13:00	none	none	none	none	none	none	none	none	none	none	none	none	none
MUL1214	3	Great I am also looking to find the Arbury Lodge Guesthouse .	I was able to successfully book that for 13:00 on Monday . Your reference number is TXIPL225 . Is there anything else I can help you with ?	none	none	none	none	none	none	none	none	none	none	none	none	none	arbury lodge guesthouse	none	none	none	none	none	monday	4	13:00	none	none	none	none	none	none	none	none	none	none	none	none	none
MUL1214	4	Yes . Can you book for 4 people for 2 nights starting on monday ?	Sure , it is a 4 star guesthouse located at 82 Arbury Road .  Do you need me to book a room for you ?	none	none	none	none	none	none	none	none	none	monday	4	2	none	arbury lodge guesthouse	none	none	none	none	none	monday	4	13:00	none	none	none	none	none	none	none	none	none	none	none	none	none
MUL1214	5	That 's all I need , thank you very much !	The booking was successful . The Reference number is  8Q18SIDO . Anything else I can do for you ?	none	none	none	none	none	none	none	none	none	monday	4	2	none	arbury lodge guesthouse	none	none	none	none	none	monday	4	13:00	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL2707	0	I 'm looking for a particular attraction called funky fun house .		none	funky fun house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL2707	1	Can you tell me the address ?	Yes , it is at 8 Mercers row , with a phone of 01223304705 .	none	funky fun house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL2707	2	Actually , yes . I 'm looking for a guesthouse called the arbury lodge .	8 Mercers Row , Mercers Row Industrial Estate . Anything else you need to know ?	none	funky fun house	none	none	none	none	none	none	none	none	none	none	none	arbury lodge guesthouse	none	none	none	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
SNG01210	0	Hello , do you have a train doing to norwich from cambridge ?		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	cambridge	norwich	none
SNG01210	1	I 'm traveling to Norwich on Thursday after 20:00 ( 8 pm )	Yes , what day and time will you be travelling ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	cambridge	norwich	none
SNG01210	2	No , I 'm looking to leave from Cambridge .	Will you be departing from Cabridge ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	thursday	cambridge	norwich	22:00
SNG01210	3	Thanks , that 's all . Good bye .	Ok I have found a train that departs at 22:36 and arrives 23:55 it is 17.60 pounds , would you like me to book it for you ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	thursday	cambridge	norwich	22:00
SSNG0319	0	I want to find a place to stay that is a guesthouse and has free parking .		none	none	none	none	none	none	none	none	none	none	none	none	none	none	yes	none	none	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
SSNG0319	1	I want at least 4 stars rating . Are any of them 4 starts ?	There are 21 guesthouses with free parking .  Are you looking for a particular price range or location ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	yes	none	4	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
SSNG0319	2	No , just anywhere that has room for 5 people starting Sunday .	There are 16 that have a 4-star rating . Is there a particular price range you are looking for ?	none	none	none	none	none	none	none	none	none	saturday	5	none	none	none	yes	none	4	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
SSNG0319	3	I prefer to stay in a moderate area .	I need to narrow the search . What area do you want to stay in ? Do you prefer moderate or cheap ?	none	none	none	none	none	none	none	none	none	saturday	5	none	none	none	yes	moderate	4	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
SSNG0319	4	Sounds good . Please book for 5 people and 3 nights starting from this sunday .	I have 9 guesthouse in the moderate range with free parking and 4 stars . The archway house is nice on the north side .	none	none	none	none	none	none	none	none	none	saturday	5	3	none	archway house	yes	moderate	4	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
SSNG0319	5	Yes let 's try that one please .	Booking was unsuccessful . Want to try aylesbray lodge guest house ?	none	none	none	none	none	none	none	none	none	none	none	none	none	aylesbray lodge guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
SNG01456	0	Hi there , can you help me find a restaurant in the centre of town ? Someplace with British food ?		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	none	none	none	british	none	none	none	none	none	none	none	none	none	none	none	none
SNG01456	1	What price range is that restaurant ?	I 've heard great things about cotto . Want a reservation ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	none	none	none	british	none	none	none	none	none	none	none	none	none	none	none	none
SNG01456	2	No that wo n't be necessary , could you just give me the address and postcode please ?	Cotto  is in the moderate price range . Would you like me to make a reservation for you ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	none	none	none	british	none	none	none	none	none	none	none	none	none	none	none	none
SNG01456	3	Great , that 's all for now . Thanks !	Sure , the address is 183 East Road City Centre and the postcode is cb11bg .	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	none	none	none	british	none	none	none	none	none	none	none	none	none	none	none	none
PMUL3371	0	i want a place to stay		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL3371	1	Yes , I 'm looking for a 3-star guesthouse in a moderate price range . I do need free parking , too .	There is a lot of choice . Do you have any preferences ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	yes	moderate	3	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL3371	2	No but I need internet .	There are 3 guesthouses with that criteria available , one each in the south , north and west . Do you have an area preference ?	none	none	none	none	none	none	none	none	do not care	none	none	none	yes	none	yes	moderate	3	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL3371	3	Can you tell me the name of the one that is in the west , because I am also looking for something to do in the west .	All three also have free internet . Which area would you be interested in ? I can help you book your stay .	none	none	none	none	none	none	none	none	west	none	none	none	yes	none	yes	moderate	3	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL3371	4	Not right now . Can you help me find something to do in the west area ?	The name of the guesthouse in the west is hobsons house . Can I book that for you ?	west	none	none	none	none	none	none	none	west	none	none	none	yes	none	yes	moderate	3	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL3371	5	I 'm not sure .. can you recommend something ?	What type of activities are you interested in ? Musems ? Parks ? Colleges ?	west	none	do not care	none	none	none	none	none	west	none	none	none	yes	none	yes	moderate	3	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL3371	6	No thank you . I just wanted to know what things there were to do . Visiting a a college sounds like fun . Thanks for all your help today .	Churchhill College is in the West at Storey 's Way and has no entrance fee .  Shall I book that one for you ?	west	none	college	none	none	none	none	none	west	none	none	none	yes	none	yes	moderate	3	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL3371	7	No , I am all set .  Thanks for your help .  Bye .	Did you want me to look up another college ?	west	none	college	none	none	none	none	none	west	none	none	none	yes	none	yes	moderate	3	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
SNG1165	0	I am looking for a high priced hotel in the north side of town		none	none	none	none	none	none	none	none	north	none	none	none	none	none	none	expensive	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
SNG1165	1	How about an expensive hotel in the south side of town ?	I 'm sorry , but there are n't any places that meet those qualifications .  Would you like to try a different part of town ?	none	none	none	none	none	none	none	none	south	none	none	none	none	none	none	expensive	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
SNG1165	2	Does it offer free wifi ?	There is one option , it is The Lensfield Hotel . Do you want me to reserve any rooms for you ?	none	none	none	none	none	none	none	none	south	none	none	none	none	none	none	expensive	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
SNG1165	3	How about free parking , does it have that as well ?	Yes the Lensfield Hotel does have free wifi .	none	none	none	none	none	none	none	none	south	none	none	none	none	none	none	expensive	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
SNG1165	4	book it for 7 people and 3 nights starting from monday .	Yes it also has free parking . Anything else today ?	none	none	none	none	none	none	none	none	south	monday	7	3	none	lensfield hotel	none	expensive	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
SNG1165	5	No that is all I need . Thank you for your time .	The booking was successful . Your reference number is 81E1ITXC . Is there anything else I can help with today ?	none	none	none	none	none	none	none	none	south	monday	7	3	none	lensfield hotel	none	expensive	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
SNG1173	0	Yes , hello . I 'm looking for a particular attraction called Downing College .		none	downing college	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
SNG1173	1	Thank you so much !	t is located on  regent street , in the centre .	none	downing college	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
SNG1173	2	No , that was all .  Good bye .	You are welcome ! Did you need anything else today ?	none	downing college	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL4915	0	I want an expensive french place to dine in .		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	french	none	expensive	none	none	none	none	none	none	none	none	none	none
PMUL4915	1	In the north please .	Sure , do you prefer the centre of town or the north end ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	north	none	none	none	french	none	expensive	none	none	none	none	none	none	none	none	none	none
PMUL4915	2	no i want the post code and address	Restaurant two two is an expensive french restaurant in the north . Would you like a reservation ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	north	none	none	none	french	restaurant two two	expensive	none	none	none	none	none	none	none	none	none	none
PMUL4915	3	a train . The train should arrive by 20:45 and should go to stansted airport	Sure , they are located at 22 Chesterton Road Chesterton and their postcode is cb43ax . Is there anything else you need ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	north	none	none	none	french	restaurant two two	expensive	none	none	none	none	20:45	none	none	none	stansted airport	none
PMUL4915	4	Departing from Cambridge on Saturday .	Where are you departing from , What day do you want to travel and how many people can I book tickets for ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	north	none	none	none	french	restaurant two two	expensive	none	none	none	none	20:45	none	saturday	cambridge	stansted airport	none
PMUL4915	5	It does n't matter what time I leave as long as I arrive at the airport by 20:45 .	What time would you like to leave ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	north	none	none	none	french	restaurant two two	expensive	none	none	none	none	20:45	none	saturday	cambridge	stansted airport	none
PMUL4915	6	Yes please , can you book 2 tickets and can i get a reference number please ? Thank you .	TR1703 leaves cambridge on sunday at 19:40 and arrives at stansted airport at 20:08 . The cost is 8.08 pounds . Would you like me to book it for you ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	north	none	none	none	french	restaurant two two	expensive	none	none	none	none	20:45	2	saturday	cambridge	stansted airport	none
PMUL4915	7	Thank you , my trip is planned , that is everything .	Booking was successful , the total fee is 16.16 GBP payable at the station .  Reference number is : 86BN010L	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	north	none	none	none	french	restaurant two two	expensive	none	none	none	none	20:45	2	saturday	cambridge	stansted airport	none
SSNG0128	0	I am looking for a place to dine that serves chinese food and located in the centre .		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	none	none	none	chinese	none	none	none	none	none	none	none	none	none	none	none	none
SSNG0128	1	Yes , that sounds good . Could you book it for me on saturday at  18:00 .	I have 5 that serve chinese food . How about charlie chan ? It 's priced pretty cheap .	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	saturday	none	18:00	chinese	none	none	none	none	none	none	none	none	none	none	none	none
SSNG0128	2	There are six of us .	How many people are you booking for ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	saturday	6	18:00	chinese	none	none	none	none	none	none	none	none	none	none	none	none
SSNG0128	3	Yes another Chinese restaurant for six people .	I 'm so sorry , that booking was unsuccessful . Would you like to try another restaurant , instead ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	saturday	6	18:00	chinese	none	none	none	none	none	none	none	none	none	none	none	none
SSNG0128	4	No thank you	I was able to get you a table for six at Rice House . The reference number is WY1LH16E . Can I help you with anything else ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	saturday	6	18:00	chinese	none	none	none	none	none	none	none	none	none	none	none	none
PMUL0191	0	Can you help me find a guest house ?		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL0191	1	In Cambridge for sure , but still deciding the location .  I need it to have free parking though ,	There are many options to choose from . What area will you be staying in ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	yes	none	none	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL0191	2	That may work .  Do they have free wifi ?	I recommend the Acorn Guest House . It 's a moderately - priced 4-star guesthouse in the north area of town .	none	none	none	none	none	none	none	none	none	none	none	none	none	acorn guest house	yes	none	none	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL0191	3	Yes , I want to book for 7 people , 5 nights starting wednesday .	Yes they do , would you like me to book you or provide information ?	none	none	none	none	none	none	none	none	none	wednesday	7	5	none	acorn guest house	yes	none	none	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL0191	4	Yes , please make the booking for me .	Would you like me to book it for you ?	none	none	none	none	none	none	none	none	none	wednesday	7	5	none	acorn guest house	yes	none	none	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL0191	5	Yes . I 'd like a restaurant in the west that serves Indian food .	Booking was successful .  Reference number is : Y3RBO3CR Can I help you with anything else ?	none	none	none	none	none	none	none	psychiatry	none	wednesday	7	5	none	acorn guest house	yes	none	none	guest house	west	none	none	none	indian	none	none	none	none	none	none	none	none	none	none	none	none
PMUL0191	6	I do n't have a preference . Just close your eyes and pick one . I need to reserve a table for 7 on Wednesday at 17:15 .	We have six option any price preference between moderate or expensive(no cheap options ) ?	none	none	none	none	none	none	none	psychiatry	none	wednesday	7	5	none	acorn guest house	yes	none	none	guest house	west	wednesday	7	17:15	indian	none	do not care	none	none	none	none	none	none	none	none	none	none
PMUL0191	7	That 's all I need today thanks for all the help . Bye	Okay , I 've booked 7 for tandoori palace on Wednesday at 17:15 . Your reference number is 2UK6E0HT . The address is 68 Histon Road Chesterton .	none	none	none	none	none	none	none	psychiatry	none	wednesday	7	5	none	acorn guest house	yes	none	none	guest house	west	wednesday	7	17:15	indian	none	do not care	none	none	none	none	none	none	none	none	none	none
SNG01638	0	I need a taxi to go to a and b guest house and arrive by 03:45 .		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	03:45	none	a and b guest house	none	none	none	none	none	none	none
SNG01638	1	I am leaving from all saints church .	Okay , I will just need your departure site first please	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	03:45	all saints church	a and b guest house	none	none	none	none	none	none	none
MUL1203	0	Can you help me find a german restaurant in the east please ?		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	east	none	none	none	german	none	none	none	none	none	none	none	none	none	none	none	none
MUL1203	1	Can you find me something cheap ?	I did not find any german restaurant in the west . would you like to change location / food type ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	east	none	none	none	none	none	cheap	none	none	none	none	none	none	none	none	none	none
MUL1203	2	I prefer the Italian but will go to the Vietnamese if the booking does not work .	I 've found two in that area that fit that criteria . An Italian restaurant and a Vietnamese restaurant . Which of those would you prefer ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	east	none	none	none	italian	none	cheap	none	none	none	none	none	none	none	none	none	none
MUL1203	3	You know what , I 've changed my mind . I 'd prefer international to Italian . Are there any like that in the east part of town ?	The Italian restaurant is called La Margherita . What day would you like a reservation ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	east	none	none	none	international	none	cheap	none	none	none	none	none	none	none	none	none	none
MUL1203	4	That sounds good . Could I get a reservation on thursday at 15:15 for 1 with a reference number ? Also looking for a place to stay in the area with free parking	Yes , in the east part of town The Missing Sock serves international food and their prices are quite low . Shall I book you a table ?	none	none	none	none	none	none	none	none	east	none	none	none	none	none	yes	none	none	none	east	thursday	1	15:15	international	the missing sock	cheap	none	none	none	none	none	none	none	none	none	none
MUL1203	5	I guess a reservation at 15:30 would be alright . Do you have any ?	I am sorry but that time is not available to book .  Would you like to try another time ?	none	none	none	none	none	none	none	none	east	none	none	none	none	none	yes	none	none	none	east	thursday	1	15:30	international	the missing sock	cheap	none	none	none	none	none	none	none	none	none	none
MUL1203	6	Perhaps another restaurant in the east that serves International food and can be booked at that time ?	I am sorry , that still does not work , any other time you could do ?	none	none	none	none	none	none	none	none	east	none	none	none	none	none	yes	none	none	none	east	thursday	1	15:15	international	none	cheap	none	none	none	none	none	none	none	none	none	none
MUL1203	7	You stated earlier there was no German restaurant in the west , but I was looking for one in the east .	I do apologize , but that is the only international restaurant in the area . Perhaps pick another cuisine type ?	none	none	none	none	none	none	none	none	east	none	none	none	none	none	yes	none	none	none	east	thursday	1	15:15	german	none	cheap	none	none	none	none	none	none	none	none	none	none
MUL1203	8	Okay , but given the mistake regarding the area of town , could you check again for a table for 1 at a cheap international restaurant on the east side ?	My apologies about the miscommunication .  There is no German restaurant in the east area .	none	none	none	none	none	none	none	none	east	none	none	none	none	none	yes	none	none	none	east	thursday	1	15:15	international	none	cheap	none	none	none	none	none	none	none	none	none	none
MUL1203	9	Can you try again to book The Missing Sock for 1 person at 15:15 ?	There is one restaurant for international on the east side the missing sock , I attempted booking but it was unsuccessful .  Can we try another time for booking ?	none	none	none	none	none	none	none	none	east	none	none	none	none	none	yes	none	none	none	east	thursday	1	15:15	international	the missing sock	cheap	none	none	none	none	none	none	none	none	none	none
MUL1203	10	Is there a way you can contact the restaurant and try the booking again for 15:15 on Thursday for 1 person ?	That too was unsuccessful . Maybe you 'd like to try for another day ?	none	none	none	none	none	none	none	none	east	none	none	none	none	none	yes	none	none	none	east	thursday	1	15:15	international	the missing sock	cheap	none	none	none	none	none	none	none	none	none	none
MUL1203	11	I need a restaurant serving International Food in the East  Thursday at 15:15 for one person .  Can you do that for me ?	Unfortunately , that time is also unavailable .	none	none	none	none	none	none	none	none	east	none	none	none	none	none	yes	none	none	none	east	thursday	1	15:15	international	none	none	none	none	none	none	none	none	none	none	none	none
MUL1203	12	That restaurant will be fine , lets book it .	The only restaurant that fits that criteria is the missing sock . Can I try a different reservation time for you ?	none	none	none	none	none	none	none	none	east	none	none	none	none	none	yes	none	none	none	east	thursday	1	15:15	international	the missing sock	none	none	none	none	none	none	none	none	none	none	none
MUL1203	13	Thanks ! I need a hotel on the east side , please .	Perfect , your booking was successful , the reference number is T5BJ4XD0 .  Is there anything else that I can help you with ?	none	none	none	none	none	none	none	none	east	none	none	none	none	none	yes	none	none	none	east	thursday	1	15:15	international	the missing sock	none	none	none	none	none	none	none	none	none	none	none
MUL1203	14	Yes , as long as it is in the same general area and price range as The Missing Sock restaurant .	Of course , would a guesthouse be OK ?	none	none	none	none	none	none	none	none	east	none	none	none	none	none	yes	none	none	none	east	thursday	1	15:15	international	the missing sock	none	none	none	none	none	none	none	none	none	none	none
PMUL2924	0	Are there any theatres nearby ?		none	none	theatre	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL2924	1	Could you please recommend one and give me the phone number ?	There are 4 theater 's in the centre area and one in the south . Would you like more information on any of them ?	none	none	theatre	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL2924	2	I also need to find a guesthouse to say in . Preferably a 0 star one .	I recommend the mumford theatre in the centre . Their phone number is 08451962320 . Is there anything else I can help you with ?	none	none	theatre	none	none	none	none	none	none	none	none	none	none	none	none	none	0	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL2924	3	I 'm guessing that 's in the centre area of town ? I actually need a guesthouse in the south with free parking .	city centre north b and b is a zero star guesthouse .  Would you like me to book a room for you ?	none	none	theatre	none	none	none	none	none	south	none	none	none	none	none	yes	none	3	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL2924	4	No let 's try looking in the north instead	I 'm sorry but there are no guesthouses in the south with zero stars and free parking . There is a 3-star guesthouse called bridge guest house . Are you interested ?	none	none	theatre	none	none	none	none	none	north	none	none	none	none	none	yes	none	0	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL2924	5	Yes , please 5 people for 5 nights on Saturday .	City centre north b and b is in the north area and has free parking . Would like reservations ?	none	none	theatre	none	none	none	none	none	north	saturday	5	5	none	city centre north b and b	yes	none	0	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL2924	6	Just a taxi leaving the theatre by 10:45 and going to the hotel .	Have you booked , 9L1SUXC3 is your confirmation . Anything else ?	none	none	theatre	none	none	none	none	none	north	saturday	5	5	none	city centre north b and b	yes	none	0	guest house	none	none	none	none	none	none	none	none	mumford theatre	city centre north b and b	10:45	none	none	none	none	none	none
PMUL2924	7	Can I get a shuttle back to the airport ?	Your ride will be there at 10:45 . They will be in a black Audi and their number is 07262280207 .	none	none	theatre	none	none	none	none	none	north	saturday	5	5	none	city centre north b and b	yes	none	0	guest house	none	none	none	none	none	none	none	none	mumford theatre	city centre north b and b	10:45	none	none	none	none	none	none
PMUL2924	8	I mean I would love to have a taxi	A shuttle ? We do n't provide those , we do have trains however .	none	none	theatre	none	none	none	none	none	north	saturday	5	5	none	city centre north b and b	yes	none	0	guest house	none	none	none	none	none	none	none	none	mumford theatre	city centre north b and b	10:45	none	none	none	none	none	none
PMUL2924	9	Nope , that 's all I needed . Thanks , and goodbye !	I 've already booked you a taxi - the information is above . Is there anything else I can help you with today ?	none	none	theatre	none	none	none	none	none	north	saturday	5	5	none	city centre north b and b	yes	none	0	guest house	none	none	none	none	none	none	none	none	mumford theatre	city centre north b and b	10:45	none	none	none	none	none	none
MUL0145	0	I am looking for a restaurant in the moderate price range in the centre of town .		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	none	none	none	none	none	moderate	none	none	none	none	none	none	none	none	none	none
MUL0145	1	I would like it to serve food from the americas .	There are many moderately priced restaurants that meet your criteria , what type of food are you looking for ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	none	none	none	the americas	none	moderate	none	none	none	none	none	none	none	none	none	none
MUL0145	2	How about european food ?	Unfortunately I could not find any restaurants serving food from the Americas in the moderate price range .	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	none	none	none	european	none	moderate	none	none	none	none	none	none	none	none	none	none
MUL0145	3	What are the names ?	There are 2 . Did you want me to book one of them ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	none	none	none	european	none	moderate	none	none	none	none	none	none	none	none	none	none
